question_id,category,method,rubric_score,hallucination,gen_latency_s,citation_faithfulness,faithfulness,answer_relevancy,context_precision,context_recall,judge_reasoning,answer
SR_009,spatial_relations,fixed,2,0,0.9709,0.6047,1.0,0.8343,0.7556,1.0,"The generated answer correctly identifies the Cashier Area (ZONE_08) as being north of the East Shelving Area (ZONE_09) but omits the Bakery Section (ZONE_04), which is also to the north.",To the north of the east shelving area (ZONE_09) is the cashier area (ZONE_08).
SR_010,spatial_relations,fixed,3,0,1.5541,0.7005,1.0,0.9636,0.2,1.0,The generated answer accurately reflects the ground truth answer without any omissions or unsupported claims.,"To the east of AISLE_03 is Shelf 3, which holds canned and jarred goods."
SR_011,spatial_relations,fixed,3,0,1.3873,0.7358,1.0,0.7866,1.0,1.0,The generated answer accurately reflects the ground truth by correctly identifying Shelf C as the south side of AISLE_06 and specifying that it contains pet food and pet supplies.,"The south side of AISLE_06 has Shelf C, which contains pet food and pet supplies."
SR_012,spatial_relations,fixed,3,0,1.6524,0.7689,1.0,0.6996,1.0,1.0,"The generated answer accurately states that Fridge 2 is to the west of Fridge 3, which is fully supported by the context provided.",Fridge 2 is to the west of Fridge 3.
SR_013,spatial_relations,fixed,0,1,1.2615,0.7833,0.75,0.8497,0.3333,1.0,"The generated answer incorrectly states that ZONE_05 is adjacent to ZONE_02 on the east side, while the ground truth specifies that ZONE_01 is to the east of ZONE_02.",ZONE_05 (Main Shelving Area) is adjacent to ZONE_02 (Fresh Produce Section) on the east side.
SR_014,spatial_relations,fixed,2,0,3.8972,0.7879,1.0,0.8889,0.7,1.0,The generated answer accurately describes the main features of the north wall but omits the details about the TV screen and the basket pile and shopping cart bay locations.,"The north wall of the store has a ""Fresh Food"" decorated wall on the west half and a plain wall on the east half. The entrance is located at the center of the north wall."
SR_015,spatial_relations,fixed,3,0,0.9939,0.6276,1.0,0.9581,1.0,1.0,"The generated answer accurately states that AISLE_07 (South Aisle) is to the south of ZONE_09, matching the ground truth.",To the south of ZONE_09 is AISLE_07 (South Aisle).
SR_016,spatial_relations,fixed,3,0,0.944,0.4883,0.6667,0.8757,1.0,1.0,The generated answer accurately restates the ground truth answer with no omissions or inaccuracies.,To the east of the main shelving area (ZONE_05) is the east shelving area (ZONE_09).
SR_017,spatial_relations,fixed,3,0,1.3281,0.7005,1.0,0.6342,0.95,1.0,"The generated answer accurately states that Freezer 1 is to the west of Freezer 2, which is fully supported by the context provided.",Freezer 1 is to the west of Freezer 2.
SR_018,spatial_relations,fixed,3,0,1.3434,0.5631,1.0,0.6247,0.8667,1.0,The generated answer accurately reflects the information provided in the context about the east wall and its features.,"The east wall has a TV screen mounted on it in the north-east corner, in front of the cashier's desk."
SR_019,spatial_relations,fixed,2,0,1.3715,0.7156,0.5,0.7651,1.0,1.0,"The generated answer correctly identifies the Frozen Foods Section (ZONE_06) as being to the north of Fridge 2 and Fridge 3, but it omits the detail that this section contains both Freezer 1 and Freezer 2.",To the north of Fridge 2 and Fridge 3 is the Frozen Foods Section (ZONE_06).
SR_020,spatial_relations,fixed,3,0,2.9653,0.5136,1.0,0.9678,0.8333,1.0,"The generated answer is fully correct and complete, matching the ground truth exactly.",The west side of AISLE_01 is the west wall of the store.
SR_021,spatial_relations,fixed,3,0,1.3585,0.6474,1.0,0.6209,1.0,1.0,The generated answer accurately and completely matches the ground truth answer regarding the location south of the main shelving area.,To the south of the main shelving area (ZONE_05) is the frozen foods section (ZONE_06).
SR_022,spatial_relations,fixed,3,0,1.7515,0.712,1.0,0.9616,1.0,1.0,"The generated answer is fully correct and complete, matching the ground truth exactly.",The south side of AISLE_07 is the south wall of the store.
SR_023,spatial_relations,fixed,2,0,1.2517,0.5274,1.0,0.4877,0.8042,1.0,"The generated answer correctly identifies the basket pile as being to the right of the entrance, but it omits the additional detail about the fresh produce section being located there as well.",To the right of the entrance from the customer's view is the basket pile.
SR_024,spatial_relations,fixed,2,0,0.943,0.5286,1.0,0.5278,1.0,1.0,"The generated answer correctly identifies the Shopping Cart Bay as being to the left of the entrance, but it omits the mention of the Cashier Area, which is also relevant to the question.",To the left of the entrance from the customer's view is the Shopping Cart Bay.
SR_025,spatial_relations,fixed,2,0,1.4234,0.5926,1.0,0.8203,1.0,1.0,The generated answer correctly identifies the barrier queue dividers to the north of the bakery section but omits the additional detail about the entrance area beyond the barriers.,To the north of the bakery section is the barrier queue dividers (FEAT_03).
SR_026,spatial_relations,fixed,3,0,1.4172,0.7615,1.0,0.7167,1.0,1.0,The generated answer accurately reflects the ground truth answer with no omissions or inaccuracies.,"The north side of AISLE_07 is Shelf C, which contains pet food and pet supplies."
SR_027,spatial_relations,fixed,3,0,1.8657,0.5571,1.0,0.9701,1.0,1.0,The generated answer accurately states that the Dairy Fridge (ZONE_03) is to the west of the Frozen Foods Section (ZONE_06) and includes the correct zone identifiers.,To the west of the frozen foods section (ZONE_06) is the Dairy Fridge (ZONE_03).
SR_028,spatial_relations,fixed,3,0,1.6149,0.7432,1.0,0.8657,0.75,1.0,"The generated answer is fully correct and complete, matching the ground truth answer exactly.","The re-supply cart on the west side is parked in AISLE_01 (the West Wall Corridor), near the northern end, between the west wall and Shelf 1."
SR_029,spatial_relations,fixed,3,0,1.114,0.5695,0.6667,0.7291,0.95,1.0,The generated answer accurately reflects the information provided in the ground truth answer regarding the location south of the fresh produce section.,To the south of the fresh produce section (ZONE_02) is the main shelving area (ZONE_05).
SR_030,spatial_relations,fixed,0,0,1.7438,0.3449,1.0,0.0,0.2,0.0,"The generated answer does not provide any information about AISLE_04, which is necessary to answer the question.","The information about AISLE_04 is not provided in the context, so I cannot answer your question."
DIS_001,disambiguation,fixed,2,0,1.3064,0.6622,0.0,0.479,1.0,0.6667,The generated answer correctly identifies the location for fresh vegetables but omits the mention of frozen vegetables and does not ask for clarification on the type of vegetables desired.,"You should go to the Fresh Produce Section (ZONE_02), located in the north-west corner of the store."
DIS_002,disambiguation,fixed,3,0,2.0043,0.6258,1.0,0.6406,1.0,0.75,The generated answer accurately and completely reflects the locations of both cold and room-temperature drinks as stated in the ground truth.,"Cold drinks are in Fridge 2 (ZONE_07), along the south wall. Room-temperature drinks are on Shelf 1 in the Main Shelving Area (ZONE_05)."
DIS_003,disambiguation,fixed,3,0,1.5772,0.703,1.0,0.0,0.7556,0.75,The generated answer accurately reflects the locations of both cold and frozen ready meals and appropriately asks for clarification on which type the customer is looking for.,"Cold ready meals are in Fridge 3 (ZONE_07), and frozen ready meals are in Freezer 2 (ZONE_06). Please specify which type you are looking for."
DIS_004,disambiguation,fixed,3,0,1.0661,0.7625,1.0,0.8845,0.8875,1.0,"The generated answer accurately reflects the ground truth by stating that Shelf 1 and Shelf A are different shelves in different parts of the store, and it correctly summarizes their locations and contents.","No, Shelf 1 and Shelf A are different shelves in different parts of the store. Shelf 1 is in the main shelving area and holds beverages, while Shelf A is in the east shelving area and holds household and cleaning products."
DIS_005,disambiguation,fixed,3,0,2.079,0.7763,1.0,0.7467,1.0,0.8,"The generated answer accurately reflects the information provided in the ground truth about the locations of cold and room-temperature juice, and it includes a request for clarification on the type of juice desired.","Juice is available in two forms: cold bottled juice in Fridge 2 (ZONE_07) along the south wall, and room-temperature bottled juice on Shelf 1 (ZONE_05) in the main shelving area. Please specify which type you want."
DIS_006,disambiguation,fixed,3,0,1.6632,0.8939,1.0,0.7872,1.0,1.0,The generated answer accurately describes the contents and locations of Freezer 1 and Freezer 2 as stated in the ground truth.,"Freezer 1 contains frozen vegetables, frozen fruit, and frozen pizza. Freezer 2 contains ice cream, frozen ready meals, and frozen fish and meat."
DIS_007,disambiguation,fixed,3,0,0.9311,0.7326,1.0,0.9109,1.0,1.0,The generated answer accurately reflects the ground truth by stating that the cashier is exit only and cannot be used to enter the store.,"No, the cashier is exit only and is not used to enter the store."
DIS_008,disambiguation,fixed,3,0,1.2236,0.7779,1.0,0.0,0.8875,0.75,The generated answer accurately reflects the locations of both fresh and frozen fruit and appropriately asks for clarification.,Fresh fruit is in the Fresh Produce Section (ZONE_02). Frozen fruit is in Freezer 1 (ZONE_06). Please specify which type you are looking for.
DIS_009,disambiguation,fixed,2,0,1.3082,0.8067,1.0,0.7177,1.0,0.8,The generated answer correctly identifies the locations of fresh and canned tomatoes but omits the clarification question about which form the user wants.,"You can find fresh tomatoes in the Fresh Produce Section (ZONE_02) on the display tables. If you are looking for canned tomatoes, they are on Shelf 3 (ZONE_05)."
DIS_010,disambiguation,fixed,3,0,1.2286,0.6822,1.0,0.6359,0.8042,1.0,"The generated answer accurately describes the contents and locations of Fridge 1, Fridge 2, and Fridge 3, matching the ground truth information.","Fridge 1 (Dairy Fridge) contains dairy products such as milk, cheese, yoghurt, butter, eggs, and cream. Fridge 2 contains cold drinks, including cold water bottles, soft drinks, beer, cold juice, and iced tea. Fridge 3 contains ready meals and deli products, such as pre-packaged sandwiches, salads, sliced cold cuts, ham, salami, and ready-to-eat meals."
DIS_011,disambiguation,fixed,3,0,1.1859,0.7149,1.0,0.7169,0.8042,1.0,"The generated answer accurately reflects the information provided in the context, confirming that the store does not have fresh meat and specifying the location of frozen meat.","No, this store does not have fresh meat at a counter. All meat is frozen and located in Freezer 2 (ZONE_06)."
DIS_012,disambiguation,fixed,3,0,1.9492,0.8325,1.0,0.9722,1.0,0.6667,"The generated answer accurately states that bread is not in the main shelving area and correctly identifies its location in the Bakery Section (ZONE_04), matching the ground truth.","No, bread is not in the main shelving area. It is located in the Bakery Section (ZONE_04)."
DIS_013,disambiguation,fixed,2,0,1.6784,0.6542,0.6667,0.8676,1.0,1.0,The generated answer correctly identifies left and right from the customer's view but omits the detail that the produce section is in the north-west corner.,"In the store, ""left"" refers to the east side from the customer's view (facing south), and ""right"" refers to the west side."
DIS_014,disambiguation,fixed,2,0,1.2196,0.7563,1.0,0.9742,0.95,0.75,The generated answer correctly identifies the location of cold soft drinks but omits the availability of room-temperature soft drinks and does not ask for clarification.,You can find soft drinks in Fridge 2 (ZONE_07).
DIS_015,disambiguation,fixed,3,0,0.8786,0.7021,1.0,0.6775,0.5,1.0,"The generated answer accurately states that the store does not supply fresh fish at a counter, which aligns with the ground truth.","No, the store does not supply fresh fish at a counter."
DIS_016,disambiguation,fixed,3,0,1.5885,0.7229,1.0,0.5616,1.0,1.0,"The generated answer accurately reflects the information provided in the ground truth, detailing the contents and distinctions between the freezers and fridges.","The freezers (Freezer 1 and Freezer 2) contain frozen food, while the fridges (Fridge 1, Fridge 2, and Fridge 3) contain refrigerated but non-frozen products."
DIS_017,disambiguation,fixed,3,0,1.3686,0.8589,1.0,0.7014,1.0,0.6667,"The generated answer accurately describes the produce section as the Fresh Produce Section (ZONE_02) and correctly identifies it as synonymous with the fruit stand, while also providing its location.","The produce section is the Fresh Produce Section (ZONE_02), which includes fresh fruit and vegetables. Yes, it can be referred to as the fruit stand."
DIS_018,disambiguation,fixed,0,0,1.6458,0.5707,1.0,0.0,0.0,1.0,The generated answer fails to address the question about the availability of wine or spirits and does not provide any relevant information from the context.,The context does not provide information about the availability of wine or spirits in the store.
DIS_019,disambiguation,fixed,3,0,2.3048,0.7613,1.0,0.6273,0.7556,0.75,The generated answer accurately reflects the locations of both cold and room-temperature water as stated in the ground truth.,You can find cold water bottles in Fridge 2 (ZONE_07) or room-temperature water on Shelf 1 in the Main Shelving Area (ZONE_05). Please specify which type you prefer.
DIS_020,disambiguation,fixed,3,0,1.9852,0.6343,1.0,0.8265,1.0,1.0,"The generated answer accurately reflects the information provided in the context, clearly distinguishing between vertical and horizontal shelves and their respective locations.","No, the vertical shelves and horizontal shelves are different. The vertical shelves (1 to 4) are in the Main Shelving Area (ZONE_05) and are oriented north-to-south, while the horizontal shelves (A to C) are in the East Shelving Area (ZONE_09) and are oriented east-to-west."
DIS_021,disambiguation,fixed,3,0,1.0765,0.5536,1.0,0.0,0.2,1.0,"The generated answer accurately reflects the inability to provide price information, consistent with the ground truth.",I cannot provide information about the price of milk.
DIS_022,disambiguation,fixed,3,0,1.233,0.6615,1.0,0.0,0.5,1.0,"The generated answer accurately reflects the lack of information about store opening hours, consistent with the ground truth.","I'm sorry, but I do not have information about the store's opening hours."
DIS_023,disambiguation,fixed,3,0,0.9106,0.6598,1.0,0.7916,1.0,1.0,The generated answer accurately reflects the ground truth by stating that the store does not supply medicines or vitamins.,"No, this store does not supply medicines or vitamins."
DIS_024,disambiguation,fixed,3,0,1.096,0.7973,0.0,1.0,1.0,0.75,"The generated answer accurately states that the bakery aisle is the same as the bakery section, which is confirmed by the ground truth.","Yes, the bakery aisle is the same as the bakery section."
DIS_025,disambiguation,fixed,2,0,0.8794,0.7704,1.0,0.9476,0.45,0.3333,The generated answer correctly identifies the location of salami in Fridge 3 (ZONE_07) but omits details about its classification as a deli and ready meals product and its position relative to Fridge 2.,"Salami can be found in Fridge 3 (ZONE_07), which is the ready meals fridge."
DIS_026,disambiguation,fixed,3,0,2.6076,0.7961,1.0,0.8302,0.95,1.0,The generated answer accurately reflects the ground truth by stating that the store does not sell freshly squeezed juice.,"No, the store does not sell freshly squeezed juice."
DIS_027,disambiguation,fixed,2,0,3.6022,0.6978,0.6667,0.4177,1.0,1.0,The generated answer correctly identifies the entrance and exit but omits the detail that they share the same door and does not mention the specific path customers take to exit.,"Yes, the entrance is the only entry point to the store, while the exit is through the cashier area after paying."
DIS_028,disambiguation,fixed,0,0,1.1024,0.5198,1.0,0.0,0.6389,1.0,"The generated answer incorrectly states that the location of chips is not provided, while the ground truth clearly indicates that chips are on Shelf 4.",The location of chips is not provided in the context.
DIS_029,disambiguation,fixed,3,0,1.0861,0.5991,0.0,0.0,0.0,1.0,The generated answer accurately reflects the ground truth by stating that there is no recipe for pasta.,I do not have a recipe for pasta.
DIS_030,disambiguation,fixed,0,0,1.0918,0.5984,1.0,0.0,0.3667,1.0,"The generated answer incorrectly states that the context does not provide information about the meat counter, while the ground truth clearly explains that there is no fresh meat counter and specifies the locations of frozen and processed meats.",The context does not provide information about the location of the meat counter.
PL_001,product_location,semantic,3,0,1.1789,0.8591,1.0,0.8492,0.8056,1.0,The generated answer accurately reflects the ground truth answer with no omissions or unsupported claims.,"You can find apples in the Fresh Produce Section (ZONE_02), on the open display tables in the north-west corner of the store."
PL_002,product_location,semantic,3,0,1.027,0.8039,1.0,0.8156,1.0,1.0,The generated answer accurately reflects the location of the milk as described in the ground truth and context.,"The milk is located in the Dairy Fridge (Fridge 1), which is in the south-west corner of the store against the west wall."
PL_003,product_location,semantic,3,0,1.0239,0.8483,1.0,0.8988,1.0,1.0,"The generated answer is fully correct and complete, matching the ground truth answer exactly.","You can find bread in the Bakery Section (ZONE_04), on the two bakery shelves in the centre-north area of the store, just south of the barrier dividers."
PL_004,product_location,semantic,2,0,2.4433,0.7539,1.0,0.9147,1.0,1.0,The generated answer is mostly correct but omits the detail about Shelf 2 being the second vertical shelf from the west and the access aisles.,The pasta is on Shelf 2 in the Main Shelving Area (ZONE_05).
PL_005,product_location,semantic,3,0,1.1974,0.8235,1.0,0.8511,0.8333,1.0,"The generated answer is fully correct and complete, matching the ground truth answer exactly.","You can find beer in Fridge 2 (ZONE_07), along the south wall of the store."
PL_006,product_location,semantic,2,0,1.194,0.7353,1.0,0.9313,0.75,1.0,The generated answer is mostly correct but omits the detail about the ice cream being in the south-centre of the store.,"The ice cream is in Freezer 2 (ZONE_06), to the east of Freezer 1."
PL_007,product_location,semantic,3,0,0.7945,0.7046,1.0,1.0,0.8333,1.0,The generated answer accurately reflects the location of shampoo as stated in the ground truth.,You can find shampoo on Shelf B in the East Shelving Area (ZONE_09).
PL_008,product_location,semantic,3,0,0.8878,0.7792,1.0,0.9015,0.8333,1.0,The generated answer accurately reflects the location of the dog food as stated in the ground truth.,The dog food is located on Shelf C in the East Shelving Area (ZONE_09).
PL_009,product_location,semantic,3,0,0.8907,0.8576,1.0,0.8988,1.0,1.0,"The generated answer accurately reflects the location of canned tomatoes as stated in the ground truth, with no significant omissions or unsupported claims.",Canned tomatoes can be found on Shelf 3 in the Canned and Jarred Goods section (ZONE_05).
PL_010,product_location,semantic,3,0,2.7862,0.8024,1.0,0.8046,0.95,1.0,The generated answer accurately reflects the location of the cheese as described in the ground truth.,"The cheese is located in the Dairy Fridge (Fridge 1), which is in the south-west corner of the store against the west wall."
PL_011,product_location,semantic,3,0,1.2477,0.879,1.0,0.926,0.8042,1.0,"The generated answer accurately reflects the location of frozen pizza as stated in the ground truth, with no unsupported claims.","You can find frozen pizza in Freezer 1, located in the Frozen Foods Section (ZONE_06) in the south-centre of the store."
PL_012,product_location,semantic,3,0,1.6877,0.784,0.6667,0.9357,1.0,1.0,The generated answer accurately reflects the location of the laundry detergent as stated in the ground truth.,"The laundry detergent is located on Shelf A in the East Shelving Area (ZONE_09), which is the shelf for household and cleaning products."
PL_013,product_location,semantic,3,0,1.312,0.8897,1.0,0.889,1.0,1.0,"The generated answer accurately states the location of chocolate, including the specific shelf and area, which aligns perfectly with the ground truth.","You can find chocolate in the Snacks and Confectionery section, which is located on Shelf 4 in the Main Shelving Area (ZONE_05)."
PL_014,product_location,semantic,3,0,1.0585,0.7709,1.0,0.8594,0.8667,1.0,"The generated answer accurately reflects the location of the yoghurt as described in the ground truth, with no omissions or unsupported claims.","The yoghurt is located in the Dairy Fridge (Fridge 1) in the south-west corner of the store, against the west wall."
PL_015,product_location,semantic,3,0,0.8902,0.8713,1.0,0.8882,1.0,1.0,"The generated answer is fully correct and complete, matching the ground truth answer exactly without any omissions or unsupported claims.","You can find croissants in the Bakery Section (ZONE_04), on the two bakery shelves in the centre-north area of the store."
PL_016,product_location,semantic,3,0,0.8716,0.7988,1.0,0.9178,0.75,1.0,The generated answer accurately and completely matches the ground truth answer regarding the location of the toothpaste.,"Toothpaste is located on Shelf B in the East Shelving Area (ZONE_09), which is accessed via AISLE_05 or AISLE_06."
PL_017,product_location,semantic,3,0,1.0671,0.7556,1.0,0.9793,0.7556,1.0,The generated answer correctly identifies the location of frozen fish as Freezer 2 (ZONE_06) and aligns with the ground truth.,You can find frozen fish in Freezer 2 (ZONE_06).
PL_018,product_location,semantic,2,0,0.9595,0.6753,1.0,0.913,0.8333,1.0,The generated answer is mostly correct but omits the detail about Shelf 2 being the second vertical shelf from the west and the access aisles.,The rice is on Shelf 2 in the Main Shelving Area (ZONE_05).
PL_019,product_location,semantic,3,0,1.0007,0.8287,1.0,0.7249,1.0,1.0,"The generated answer is fully correct and complete, matching the ground truth answer in both content and detail.","You can find eggs in the Dairy Fridge (ZONE_03, Fridge 1), in the south-west corner against the west wall."
PL_020,product_location,semantic,3,0,1.5837,0.6983,0.8333,0.7333,1.0,1.0,The generated answer accurately reflects the location of the cold water bottles as stated in the ground truth.,"Cold water bottles are located in Fridge 2 (ZONE_07), along the south wall in between the freezers (ZONE_06) and the south wall."
PL_021,product_location,semantic,3,0,0.7704,0.7826,1.0,0.9162,0.5833,1.0,The generated answer accurately reflects the location of toilet paper as stated in the ground truth.,Toilet paper can be found on Shelf A in the East Shelving Area (ZONE_09).
PL_022,product_location,semantic,3,0,1.0176,0.9077,1.0,0.8274,1.0,1.0,The generated answer accurately reflects the location of the jam as stated in the ground truth and provides additional context without any inaccuracies.,"The jam is located in the Canned and Jarred Goods section, which is on Shelf 3 in the Main Shelving Area (ZONE_05)."
PL_023,product_location,semantic,3,0,1.3278,0.8193,1.0,1.0,0.75,1.0,The generated answer accurately reflects the location of ready-to-eat sandwiches as stated in the ground truth.,"You can find ready-to-eat sandwiches in Fridge 3 (ZONE_07), along the south wall to the east of Fridge 2."
PL_024,product_location,semantic,3,0,1.102,0.8154,1.0,0.9102,0.75,1.0,The generated answer accurately reflects the location of the cat food as stated in the ground truth.,The cat food is located on Shelf C in the East Shelving Area (ZONE_09).
PL_025,product_location,semantic,3,0,1.0248,0.8482,1.0,0.9512,1.0,1.0,The generated answer accurately reflects the location of room-temperature bottled water as stated in the ground truth.,You can find room temperature bottled water on Shelf 1 in the Main Shelving Area (ZONE_05).
PL_026,product_location,semantic,3,0,2.3692,0.8312,1.0,0.8865,0.8042,1.0,The generated answer accurately reflects the location of the frozen meat as stated in the ground truth.,The frozen meat is located in Freezer 2 (ZONE_06) in the south-centre of the store.
PL_027,product_location,semantic,2,0,0.9701,0.7532,1.0,0.8886,0.7,1.0,The generated answer is mostly correct but omits the detail about accessing Shelf 2 via AISLE_02 or AISLE_03.,Cereals can be found on Shelf 2 in the Main Shelving Area (ZONE_05).
PL_028,product_location,semantic,3,0,0.9327,0.7321,1.0,0.8984,0.8333,1.0,The generated answer accurately reflects the location of the deodorant as stated in the ground truth.,The deodorant is located on Shelf B in the East Shelving Area (ZONE_09).
PL_029,product_location,semantic,3,0,0.9243,0.7292,1.0,0.8766,0.6389,1.0,"The generated answer is fully correct and complete, matching the ground truth answer exactly.","Frozen vegetables are located in Freezer 1 (ZONE_06), in the south-centre of the store."
PL_030,product_location,semantic,2,0,1.0524,0.8195,0.5,0.9366,1.0,1.0,"The generated answer correctly identifies the location of the ham but includes additional information about other products in Fridge 3, which is a minor omission from the ground truth.",The ham is located in Fridge 3 (ZONE_07) along with other ready meals and deli products.
ZI_001,zone_identification,semantic,3,0,1.3665,0.7249,1.0,0.5225,1.0,1.0,"The generated answer accurately describes the north-west corner of the store, matching the details provided in the ground truth.","The north-west corner of the store contains the fresh produce displays, which include two display tables with fruit and vegetables."
ZI_002,zone_identification,semantic,0,0,1.3847,0.5017,1.0,0.0,0.0,0.0,"The generated answer correctly states that the context does not provide information about the contents of Shelf 1, but it fails to address the question about Shelf 1, which is not mentioned in the provided context.",The context does not provide information about the contents of Shelf 1.
ZI_003,zone_identification,semantic,3,0,0.8805,0.8125,1.0,0.9096,0.5833,1.0,The generated answer accurately reflects the contents of Freezer 2 as stated in the ground truth.,"Freezer 2 contains ice cream, frozen ready meals, and frozen fish and meat."
ZI_004,zone_identification,semantic,3,0,1.1789,0.6261,1.0,0.9171,0.3333,1.0,The generated answer accurately reflects the contents of Shelf A as described in the ground truth.,"Shelf A contains household and cleaning products, including laundry detergent, dish soap, sponges, paper towels, toilet paper, and surface cleaners."
ZI_005,zone_identification,semantic,2,0,1.2332,0.5569,1.0,0.5999,1.0,1.0,The generated answer correctly identifies the cashier desk in the north-east corner but omits the detail about the TV screen mounted on the east wall nearby.,The north-east corner of the store contains the cashier desk.
ZI_006,zone_identification,semantic,3,0,1.096,0.6862,1.0,0.8554,0.7,1.0,The generated answer accurately reflects the contents of Fridge 3 as described in the ground truth.,"Fridge 3 contains ready meals and deli products, including pre-packaged sandwiches, salads, sliced cold cuts, ham, salami, and ready-to-eat meals."
ZI_007,zone_identification,semantic,3,0,1.2923,0.7351,1.0,0.8904,1.0,1.0,The generated answer accurately reflects the contents of Shelf 4 and matches the details provided in the context.,"Shelf 4 contains snacks and confectionery items, including potato chips (crisps), chocolate, cookies/biscuits, sweets/candy, and nuts."
ZI_008,zone_identification,semantic,1,0,0.8463,0.8066,1.0,1.0,0.4167,0.5,The generated answer identifies ZONE_04 as the Bakery Section but omits important details about its location and contents.,ZONE_04 refers to the Bakery Section.
ZI_009,zone_identification,semantic,2,0,1.1372,0.7706,1.0,0.9065,1.0,1.0,The generated answer is mostly correct but omits the detail that Freezer 1 is the western chest freezer in the south-centre of the store.,"Freezer 1 contains frozen vegetables, frozen fruit, and frozen pizza."
ZI_010,zone_identification,semantic,3,0,1.6995,0.6798,1.0,0.9254,0.7,0.5,The generated answer accurately reflects the contents of Shelf B as described in the ground truth.,"Shelf B contains personal care and toiletries, including shampoo, toothpaste, deodorant, hand soap, and shower gel."
ZI_011,zone_identification,semantic,2,0,1.3413,0.6901,1.0,0.585,0.8667,1.0,The generated answer correctly identifies Fridge 1 as the dairy fridge in the south-west corner but omits the specific contents of the fridge and its position against the west wall.,"The south-west corner of the store houses Fridge 1, which is the dairy fridge."
ZI_012,zone_identification,semantic,3,0,1.4767,0.751,1.0,0.8976,1.0,1.0,The generated answer accurately reflects the connections of AISLE_07 as described in the ground truth.,AISLE_07 connects to ZONE_06 (Frozen Foods Section) to the west and ZONE_07 (Fridge 2 and Fridge 3) along the south wall.
ZI_013,zone_identification,semantic,2,0,1.4745,0.7663,1.0,0.7587,0.2,0.6667,The generated answer correctly identifies Shelf C's location and contents but omits details about the access aisles.,Shelf C is the southernmost horizontal shelf in the East Shelving Area (ZONE_09) and holds pet food and pet supplies.
ZI_014,zone_identification,semantic,3,0,1.508,0.6383,1.0,1.0,1.0,1.0,The generated answer accurately reflects the contents of Fridge 2 as stated in the ground truth.,"Fridge 2 contains cold drinks, including cold water bottles, soft drinks, beer, cold juice, and iced tea."
ZI_015,zone_identification,semantic,3,0,1.3181,0.8184,1.0,0.8966,0.5,1.0,The generated answer accurately lists the contents of ZONE_05 as described in the ground truth.,"ZONE_05 contains Shelf 1 (beverages), Shelf 2 (pasta, rice, cereals), Shelf 3 (canned and jarred goods), and Shelf 4 (snacks and confectionery)."
ZI_016,zone_identification,semantic,3,0,1.585,0.777,1.0,0.9067,0.3333,1.0,The generated answer accurately and completely describes the connections of AISLE_01 to ZONE_02 and ZONE_03 as stated in the ground truth.,AISLE_01 connects to ZONE_02 (Fresh Produce Section) to the north and ZONE_03 (Dairy Fridge) to the south.
ZI_017,zone_identification,semantic,3,0,1.6883,0.7016,1.0,0.8857,0.5,1.0,The generated answer accurately reflects the contents of Shelf 3 as described in the ground truth.,"Shelf 3 contains canned and jarred goods, including items like canned soups, beans, canned tomatoes, pasta sauces in jars, jam, and pickles."
ZI_018,zone_identification,semantic,0,0,1.4136,0.7319,1.0,0.0,0.0,0.0,"The generated answer does not provide any information about FEAT_03, which is necessary to address the question.",The information about FEAT_03 is not provided in the context.
ZI_019,zone_identification,semantic,2,0,0.88,0.5655,1.0,0.9308,0.325,1.0,"The generated answer is mostly correct but omits specific details about the types of pasta, rice, and cereals found on Shelf 2.","Shelf 2 contains pasta, rice, and cereals."
ZI_020,zone_identification,semantic,3,0,2.2763,0.6682,1.0,0.9184,0.8875,1.0,"The generated answer accurately describes the contents of the East Shelving Area, including the specific items on each shelf and their arrangement.","The East Shelving Area contains three shelves: Shelf A holds household and cleaning products, Shelf B holds personal care and toiletries, and Shelf C holds pet food and pet supplies."
ZI_021,zone_identification,semantic,3,0,2.0894,0.5063,1.0,0.935,0.25,1.0,"The generated answer accurately describes FEAT_01, including its location and purpose, without any unsupported claims.","FEAT_01 is the Basket Pile. It is located immediately to the right of the entrance doors when entering (west of the entrance, on the north wall), where customers can pick up a hand basket. It is adjacent to the Entrance Area."
ZI_022,zone_identification,semantic,2,0,1.0146,0.791,1.0,1.0,0.5,1.0,The generated answer is mostly correct but omits details about the direction of the aisle and the sections it connects.,AISLE_02 runs between Shelf 1 and Shelf 2.
ZI_023,zone_identification,semantic,3,0,1.6686,0.8107,1.0,0.8587,0.5,0.5,"The generated answer accurately describes ZONE_06, including its location, contents, and adjacent zones, matching the ground truth.","ZONE_06 is the Frozen Foods Section, located in the south-centre of the store. It contains Freezer 1 and Freezer 2 and is adjacent to ZONE_03, ZONE_07, ZONE_05, and AISLE_07."
ZI_024,zone_identification,semantic,3,0,1.3363,0.5911,1.0,0.9242,1.0,1.0,"The generated answer is fully correct and complete, accurately reflecting the ground truth without any omissions or unsupported claims.","FEAT_06 is the Re-supply Cart on the East Side. It is parked at the north end of the East Shelving Area (ZONE_09), between Shelf A and the cashier desk."
ZI_025,zone_identification,semantic,2,0,0.9725,0.7618,1.0,1.0,1.0,0.5,The generated answer is mostly correct but omits the specific details about the direction (east to west) and the context of the shelving area.,AISLE_05 runs between Shelf A and Shelf B.
